regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados,last_update
Norte,RO,2020-03-11,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-12,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-13,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-14,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-15,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-16,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-17,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-18,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-19,0,0,0,0,2020-05-02 21:39
Norte,RO,2020-03-20,1,1,0,0,2020-05-02 21:39
Norte,RO,2020-03-21,0,1,0,0,2020-05-02 21:39
Norte,RO,2020-03-22,2,3,0,0,2020-05-02 21:39
Norte,RO,2020-03-23,0,3,0,0,2020-05-02 21:39
Norte,RO,2020-03-24,0,3,0,0,2020-05-02 21:39
Norte,RO,2020-03-25,2,5,0,0,2020-05-02 21:39
Norte,RO,2020-03-26,0,5,0,0,2020-05-02 21:39
Norte,RO,2020-03-27,1,6,0,0,2020-05-02 21:39
Norte,RO,2020-03-28,0,6,0,0,2020-05-02 21:39
Norte,RO,2020-03-29,0,6,0,0,2020-05-02 21:39
Norte,RO,2020-03-30,0,6,0,0,2020-05-02 21:39
Norte,RO,2020-03-31,2,8,1,1,2020-05-02 21:39
Norte,RO,2020-04-01,1,9,0,1,2020-05-02 21:39
Norte,RO,2020-04-02,1,10,0,1,2020-05-02 21:39
Norte,RO,2020-04-03,0,10,0,1,2020-05-02 21:39
Norte,RO,2020-04-04,1,11,0,1,2020-05-02 21:39
Norte,RO,2020-04-05,1,12,0,1,2020-05-02 21:39
Norte,RO,2020-04-06,2,14,0,1,2020-05-02 21:39
Norte,RO,2020-04-07,4,18,0,1,2020-05-02 21:39
Norte,RO,2020-04-08,0,18,0,1,2020-05-02 21:39
Norte,RO,2020-04-09,10,28,1,2,2020-05-02 21:39
Norte,RO,2020-04-10,4,32,0,2,2020-05-02 21:39
Norte,RO,2020-04-11,1,33,0,2,2020-05-02 21:39
Norte,RO,2020-04-12,2,35,0,2,2020-05-02 21:39
Norte,RO,2020-04-13,7,42,0,2,2020-05-02 21:39
Norte,RO,2020-04-14,22,64,0,2,2020-05-02 21:39
Norte,RO,2020-04-15,5,69,0,2,2020-05-02 21:39
Norte,RO,2020-04-16,7,76,1,3,2020-05-02 21:39
Norte,RO,2020-04-17,16,92,0,3,2020-05-02 21:39
Norte,RO,2020-04-18,18,110,0,3,2020-05-02 21:39
Norte,RO,2020-04-19,18,128,1,4,2020-05-02 21:39
Norte,RO,2020-04-20,32,160,0,4,2020-05-02 21:39
Norte,RO,2020-04-21,39,199,0,4,2020-05-02 21:39
Norte,RO,2020-04-22,24,223,1,5,2020-05-02 21:39
Norte,RO,2020-04-23,27,250,0,5,2020-05-02 21:39
Norte,RO,2020-04-24,40,290,0,5,2020-05-02 21:39
Norte,RO,2020-04-25,38,328,2,7,2020-05-02 21:39
Norte,RO,2020-04-26,36,364,3,10,2020-05-02 21:39
Norte,RO,2020-04-27,29,393,0,10,2020-05-02 21:39
Norte,RO,2020-04-28,20,413,1,11,2020-05-02 21:39
Norte,RO,2020-04-29,20,433,4,15,2020-05-02 21:39
Norte,RO,2020-04-30,69,502,1,16,2020-05-02 21:39
Norte,RO,2020-05-01,83,585,2,18,2020-05-02 21:39
Norte,RO,2020-05-02,68,653,5,23,2020-05-02 21:39
Norte,AC,2020-01-30,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-01-31,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-01,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-02,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-03,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-04,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-05,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-06,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-07,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-08,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-09,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-10,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-11,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-12,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-13,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-14,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-15,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-16,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-17,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-18,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-19,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-20,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-21,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-22,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-23,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-24,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-25,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-26,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-27,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-28,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-02-29,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-01,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-02,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-03,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-04,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-05,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-06,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-07,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-08,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-09,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-10,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-11,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-12,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-13,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-14,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-15,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-16,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-17,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-18,0,0,0,0,2020-05-02 21:39
Norte,AC,2020-03-19,3,3,0,0,2020-05-02 21:39
Norte,AC,2020-03-20,4,7,0,0,2020-05-02 21:39
Norte,AC,2020-03-21,2,9,0,0,2020-05-02 21:39
Norte,AC,2020-03-22,2,11,0,0,2020-05-02 21:39
Norte,AC,2020-03-23,0,11,0,0,2020-05-02 21:39
Norte,AC,2020-03-24,6,17,0,0,2020-05-02 21:39
Norte,AC,2020-03-25,6,23,0,0,2020-05-02 21:39
Norte,AC,2020-03-26,1,24,0,0,2020-05-02 21:39
Norte,AC,2020-03-27,1,25,0,0,2020-05-02 21:39
Norte,AC,2020-03-28,0,25,0,0,2020-05-02 21:39
Norte,AC,2020-03-29,9,34,0,0,2020-05-02 21:39
Norte,AC,2020-03-30,8,42,0,0,2020-05-02 21:39
Norte,AC,2020-03-31,0,42,0,0,2020-05-02 21:39
Norte,AC,2020-04-01,1,43,0,0,2020-05-02 21:39
Norte,AC,2020-04-02,0,43,0,0,2020-05-02 21:39
Norte,AC,2020-04-03,3,46,0,0,2020-05-02 21:39
Norte,AC,2020-04-04,0,46,0,0,2020-05-02 21:39
Norte,AC,2020-04-05,2,48,0,0,2020-05-02 21:39
Norte,AC,2020-04-06,2,50,0,0,2020-05-02 21:39
Norte,AC,2020-04-07,0,50,1,1,2020-05-02 21:39
Norte,AC,2020-04-08,4,54,1,2,2020-05-02 21:39
Norte,AC,2020-04-09,8,62,0,2,2020-05-02 21:39
Norte,AC,2020-04-10,8,70,0,2,2020-05-02 21:39
Norte,AC,2020-04-11,2,72,0,2,2020-05-02 21:39
Norte,AC,2020-04-12,5,77,0,2,2020-05-02 21:39
Norte,AC,2020-04-13,13,90,1,3,2020-05-02 21:39
Norte,AC,2020-04-14,9,99,0,3,2020-05-02 21:39
Norte,AC,2020-04-15,2,101,0,3,2020-05-02 21:39
Norte,AC,2020-04-16,9,110,2,5,2020-05-02 21:39
Norte,AC,2020-04-17,25,135,0,5,2020-05-02 21:39
Norte,AC,2020-04-18,7,142,0,5,2020-05-02 21:39
Norte,AC,2020-04-19,21,163,1,6,2020-05-02 21:39
Norte,AC,2020-04-20,13,176,2,8,2020-05-02 21:39
Norte,AC,2020-04-21,19,195,0,8,2020-05-02 21:39
Norte,AC,2020-04-22,19,214,0,8,2020-05-02 21:39
Norte,AC,2020-04-23,13,227,2,10,2020-05-02 21:39
Norte,AC,2020-04-24,7,234,1,11,2020-05-02 21:39
Norte,AC,2020-04-25,24,258,0,11,2020-05-02 21:39
Norte,AC,2020-04-26,21,279,0,11,2020-05-02 21:39
Norte,AC,2020-04-27,0,279,3,14,2020-05-02 21:39
Norte,AC,2020-04-28,32,311,2,16,2020-05-02 21:39
Norte,AC,2020-04-29,43,354,1,17,2020-05-02 21:39
Norte,AC,2020-04-30,50,404,2,19,2020-05-02 21:39
Norte,AC,2020-05-01,82,486,0,19,2020-05-02 21:39
Norte,AC,2020-05-02,67,553,3,22,2020-05-02 21:39
Norte,AM,2020-01-30,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-01-31,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-01,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-02,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-03,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-04,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-05,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-06,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-07,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-08,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-09,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-10,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-11,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-12,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-13,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-14,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-15,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-16,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-17,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-18,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-19,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-20,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-21,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-22,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-23,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-24,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-25,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-26,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-27,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-28,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-02-29,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-01,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-02,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-03,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-04,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-05,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-06,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-07,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-08,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-09,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-10,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-11,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-12,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-13,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-14,0,0,0,0,2020-05-02 21:39
Norte,AM,2020-03-15,1,1,0,0,2020-05-02 21:39
Norte,AM,2020-03-16,0,1,0,0,2020-05-02 21:39
Norte,AM,2020-03-17,0,1,0,0,2020-05-02 21:39
Norte,AM,2020-03-18,0,1,0,0,2020-05-02 21:39
Norte,AM,2020-03-19,2,3,0,0,2020-05-02 21:39
Norte,AM,2020-03-20,0,3,0,0,2020-05-02 21:39
Norte,AM,2020-03-21,8,11,0,0,2020-05-02 21:39
Norte,AM,2020-03-22,15,26,0,0,2020-05-02 21:39
Norte,AM,2020-03-23,6,32,0,0,2020-05-02 21:39
Norte,AM,2020-03-24,15,47,0,0,2020-05-02 21:39
Norte,AM,2020-03-25,7,54,1,1,2020-05-02 21:39
Norte,AM,2020-03-26,13,67,0,1,2020-05-02 21:39
Norte,AM,2020-03-27,14,81,0,1,2020-05-02 21:39
Norte,AM,2020-03-28,30,111,0,1,2020-05-02 21:39
Norte,AM,2020-03-29,29,140,0,1,2020-05-02 21:39
Norte,AM,2020-03-30,11,151,0,1,2020-05-02 21:39
Norte,AM,2020-03-31,24,175,2,3,2020-05-02 21:39
Norte,AM,2020-04-01,25,200,0,3,2020-05-02 21:39
Norte,AM,2020-04-02,29,229,0,3,2020-05-02 21:39
Norte,AM,2020-04-03,31,260,4,7,2020-05-02 21:39
Norte,AM,2020-04-04,51,311,5,12,2020-05-02 21:39
Norte,AM,2020-04-05,106,417,2,14,2020-05-02 21:39
Norte,AM,2020-04-06,115,532,5,19,2020-05-02 21:39
Norte,AM,2020-04-07,104,636,4,23,2020-05-02 21:39
Norte,AM,2020-04-08,168,804,7,30,2020-05-02 21:39
Norte,AM,2020-04-09,95,899,10,40,2020-05-02 21:39
Norte,AM,2020-04-10,82,981,10,50,2020-05-02 21:39
Norte,AM,2020-04-11,69,1050,3,53,2020-05-02 21:39
Norte,AM,2020-04-12,156,1206,9,62,2020-05-02 21:39
Norte,AM,2020-04-13,69,1275,9,71,2020-05-02 21:39
Norte,AM,2020-04-14,209,1484,19,90,2020-05-02 21:39
Norte,AM,2020-04-15,70,1554,16,106,2020-05-02 21:39
Norte,AM,2020-04-16,165,1719,18,124,2020-05-02 21:39
Norte,AM,2020-04-17,90,1809,21,145,2020-05-02 21:39
Norte,AM,2020-04-18,88,1897,16,161,2020-05-02 21:39
Norte,AM,2020-04-19,147,2044,21,182,2020-05-02 21:39
Norte,AM,2020-04-20,116,2160,3,185,2020-05-02 21:39
Norte,AM,2020-04-21,110,2270,8,193,2020-05-02 21:39
Norte,AM,2020-04-22,209,2479,14,207,2020-05-02 21:39
Norte,AM,2020-04-23,409,2888,27,234,2020-05-02 21:39
Norte,AM,2020-04-24,306,3194,21,255,2020-05-02 21:39
Norte,AM,2020-04-25,441,3635,32,287,2020-05-02 21:39
Norte,AM,2020-04-26,198,3833,17,304,2020-05-02 21:39
Norte,AM,2020-04-27,95,3928,16,320,2020-05-02 21:39
Norte,AM,2020-04-28,409,4337,31,351,2020-05-02 21:39
Norte,AM,2020-04-29,464,4801,29,380,2020-05-02 21:39
Norte,AM,2020-04-30,453,5254,45,425,2020-05-02 21:39
Norte,AM,2020-05-01,469,5723,51,476,2020-05-02 21:39
Norte,AM,2020-05-02,339,6062,25,501,2020-05-02 21:39
Norte,RR,2020-01-30,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-01-31,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-01,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-02,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-03,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-04,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-05,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-06,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-07,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-08,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-09,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-10,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-11,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-12,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-13,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-14,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-15,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-16,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-17,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-18,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-19,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-20,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-21,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-22,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-23,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-24,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-25,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-26,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-27,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-28,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-02-29,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-01,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-02,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-03,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-04,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-05,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-06,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-07,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-08,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-09,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-10,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-11,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-12,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-13,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-14,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-15,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-16,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-17,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-18,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-19,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-20,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-21,0,0,0,0,2020-05-02 21:39
Norte,RR,2020-03-22,2,2,0,0,2020-05-02 21:39
Norte,RR,2020-03-23,0,2,0,0,2020-05-02 21:39
Norte,RR,2020-03-24,0,2,0,0,2020-05-02 21:39
Norte,RR,2020-03-25,6,8,0,0,2020-05-02 21:39
Norte,RR,2020-03-26,0,8,0,0,2020-05-02 21:39
Norte,RR,2020-03-27,2,10,0,0,2020-05-02 21:39
Norte,RR,2020-03-28,2,12,0,0,2020-05-02 21:39
Norte,RR,2020-03-29,4,16,0,0,2020-05-02 21:39
Norte,RR,2020-03-30,0,16,0,0,2020-05-02 21:39
Norte,RR,2020-03-31,0,16,0,0,2020-05-02 21:39
Norte,RR,2020-04-01,6,22,0,0,2020-05-02 21:39
Norte,RR,2020-04-02,4,26,0,0,2020-05-02 21:39
Norte,RR,2020-04-03,4,30,0,0,2020-05-02 21:39
Norte,RR,2020-04-04,7,37,1,1,2020-05-02 21:39
Norte,RR,2020-04-05,5,42,0,1,2020-05-02 21:39
Norte,RR,2020-04-06,0,42,0,1,2020-05-02 21:39
Norte,RR,2020-04-07,0,42,0,1,2020-05-02 21:39
Norte,RR,2020-04-08,7,49,0,1,2020-05-02 21:39
Norte,RR,2020-04-09,3,52,0,1,2020-05-02 21:39
Norte,RR,2020-04-10,11,63,2,3,2020-05-02 21:39
Norte,RR,2020-04-11,12,75,0,3,2020-05-02 21:39
Norte,RR,2020-04-12,4,79,0,3,2020-05-02 21:39
Norte,RR,2020-04-13,4,83,0,3,2020-05-02 21:39
Norte,RR,2020-04-14,30,113,0,3,2020-05-02 21:39
Norte,RR,2020-04-15,1,114,0,3,2020-05-02 21:39
Norte,RR,2020-04-16,28,142,0,3,2020-05-02 21:39
Norte,RR,2020-04-17,22,164,0,3,2020-05-02 21:39
Norte,RR,2020-04-18,37,201,0,3,2020-05-02 21:39
Norte,RR,2020-04-19,21,222,0,3,2020-05-02 21:39
Norte,RR,2020-04-20,22,244,0,3,2020-05-02 21:39
Norte,RR,2020-04-21,3,247,0,3,2020-05-02 21:39
Norte,RR,2020-04-22,33,280,0,3,2020-05-02 21:39
Norte,RR,2020-04-23,17,297,0,3,2020-05-02 21:39
Norte,RR,2020-04-24,7,304,0,3,2020-05-02 21:39
Norte,RR,2020-04-25,41,345,0,3,2020-05-02 21:39
Norte,RR,2020-04-26,56,401,1,4,2020-05-02 21:39
Norte,RR,2020-04-27,6,407,0,4,2020-05-02 21:39
Norte,RR,2020-04-28,18,425,2,6,2020-05-02 21:39
Norte,RR,2020-04-29,27,452,0,6,2020-05-02 21:39
Norte,RR,2020-04-30,67,519,1,7,2020-05-02 21:39
Norte,RR,2020-05-01,83,602,1,8,2020-05-02 21:39
Norte,RR,2020-05-02,66,668,1,9,2020-05-02 21:39
Norte,PA,2020-01-30,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-01-31,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-01,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-02,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-03,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-04,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-05,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-06,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-07,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-08,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-09,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-10,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-11,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-12,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-13,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-14,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-15,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-16,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-17,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-18,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-19,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-20,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-21,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-22,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-23,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-24,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-25,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-26,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-27,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-28,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-02-29,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-01,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-02,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-03,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-04,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-05,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-06,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-07,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-08,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-09,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-10,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-11,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-12,0,0,0,0,2020-05-02 21:39
Norte,PA,2020-03-13,0,0,0,0,2020-05-02 21:39
